ID,Educacion,Sexo,Tipo_Empleo,Experiencia,Estado_civil,Edad,Utilizacion_tarjetas,Numero_entidades,Default
Cid11448,Estudios Universitarios,F,Trabajador Pago Planilla,89,Casado,54,0,5 o +,0
Cid11449,Estudios Universitarios,F,Informal,385,Casado,54,12,2,0
Cid11450,Estudios Universitarios,M,Recibo por Honorarios,223,Casado,54,0,4,0
Cid11451,Estudios Tecnicos,F,Trabajador Pago Planilla,318,Soltero,54,3,2,0
Cid11452,Estudios Tecnicos,F,Trabajador Pago Planilla,68,Casado,54,61,4,0
Cid11453,Estudios Tecnicos,F,Informal,123,Soltero,54,24,5 o +,0
Cid11454,Estudios Escolares,F,Trabajador Pago Planilla,16,Union Libre,54,19,4,0
Cid11455,Estudios Universitarios,F,Trabajador Pago Planilla,147,Casado,54,77,4,1
Cid11456,Estudios Escolares,F,Informal,70,Casado,54,20,2,0
Cid11457,Estudios Universitarios,F,Trabajador Pago Planilla,27,Casado,54,34,2,0
Cid11458,Estudios Tecnicos,F,Trabajador Pago Planilla,338,Casado,54,0,5 o +,0
Cid11459,Estudios Universitarios,F,Trabajador Pago Planilla,239,Casado,54,17,4,0
Cid11460,Estudios Universitarios,M,Trabajador Pago Planilla,297,Union Libre,54,1,3,0
Cid11461,Estudios Tecnicos,F,Trabajador Pago Planilla,54,Soltero,54,91,3,1
Cid11462,Estudios Escolares,F,Informal,175,Casado,54,58,4,0
Cid11463,Estudios Universitarios,M,Trabajador Pago Planilla,143,Soltero,54,39,4,0
Cid11464,Estudios Universitarios,M,Emprendedor,311,Casado,54,74,1,0
Cid11465,Estudios Universitarios,M,Fuerzas Armadas,396,Casado,54,39,2,0
Cid11466,Estudios Universitarios,F,Trabajador Pago Planilla,86,Casado,54,6,5 o +,0
Cid11467,Estudios Tecnicos,M,Fuerzas Armadas,381,Casado,54,1,2,0
Cid11468,Estudios Universitarios,M,Trabajador Pago Planilla,218,Casado,54,7,2,0
Cid11469,Estudios Universitarios,M,Emprendedor,151,Casado,54,10,3,0
Cid11470,Estudios Universitarios,F,Trabajador Pago Planilla,361,Divorciado,54,0,5 o +,0
Cid11471,Estudios Tecnicos,F,Trabajador Pago Planilla,342,Soltero,54,85,4,0
Cid11472,Estudios Escolares,F,Trabajador Pago Planilla,57,Casado,54,62,5 o +,0
Cid11473,Estudios Tecnicos,M,Trabajador Pago Planilla,129,Soltero,54,34,3,0
Cid11474,Estudios Tecnicos,F,Recibo por Honorarios,18,Casado,54,36,4,0
Cid11475,Estudios Tecnicos,F,Trabajador Pago Planilla,250,Casado,54,58,4,0
Cid11476,Estudios Escolares,M,Emprendedor,104,Casado,54,21,4,0
Cid11477,Estudios Universitarios,F,Trabajador Pago Planilla,314,Casado,54,21,4,0
Cid11478,Estudios Universitarios,M,Recibo por Honorarios,129,Casado,54,45,1,0
Cid11479,Estudios Universitarios,F,Trabajador Pago Planilla,364,Soltero,54,0,5 o +,0
Cid11480,Estudios Tecnicos,F,Informal,176,Casado,54,4,2,0
Cid11481,Estudios Universitarios,F,Trabajador Pago Planilla,183,Casado,54,0,5 o +,0
Cid11482,Estudios Tecnicos,M,Trabajador Pago Planilla,132,Casado,54,1,1,0
Cid11483,Estudios Universitarios,F,Trabajador Pago Planilla,328,Soltero,54,0,4,0
Cid11484,Estudios Escolares,M,Informal,266,Casado,54,47,5 o +,0
Cid11485,Estudios Tecnicos,F,Trabajador Pago Planilla,303,Soltero,54,33,5 o +,0
Cid11486,Estudios Tecnicos,M,Fuerzas Armadas,344,Casado,54,17,4,0
Cid11487,Estudios Posgrado,F,Trabajador Pago Planilla,383,Casado,54,3,3,0
Cid11488,Estudios Tecnicos,M,Trabajador Pago Planilla,6,Divorciado,54,53,3,1
Cid11489,Estudios Universitarios,F,Trabajador Pago Planilla,170,Soltero,54,42,4,0
Cid11490,Estudios Escolares,F,Trabajador Pago Planilla,371,Casado,54,69,5 o +,0
Cid11491,Estudios Tecnicos,F,Trabajador Pago Planilla,277,Casado,54,23,4,0
Cid11492,Estudios Universitarios,F,Informal,70,Casado,54,9,2,0
Cid11493,Estudios Universitarios,M,Trabajador Pago Planilla,150,Divorciado,54,5,1,0
Cid11494,Estudios Tecnicos,F,Informal,50,Soltero,55,122,4,0
Cid11495,Estudios Tecnicos,F,Trabajador Pago Planilla,219,Casado,55,44,3,0
Cid11496,Estudios Tecnicos,M,Trabajador Pago Planilla,15,Soltero,55,17,3,0
Cid11497,Estudios Universitarios,M,Informal,277,Divorciado,55,37,4,0
Cid11498,Estudios Universitarios,M,Trabajador Pago Planilla,382,Casado,55,75,2,0
Cid11499,Estudios Tecnicos,M,Trabajador Pago Planilla,122,Casado,55,22,2,0
Cid11500,Estudios Escolares,M,Trabajador Pago Planilla,129,Soltero,55,10,4,0
Cid11501,Estudios Universitarios,M,Informal,148,Casado,55,38,1,0
Cid11502,Estudios Universitarios,M,Trabajador Pago Planilla,20,Casado,55,11,1,0
Cid11503,Estudios Tecnicos,M,Informal,175,Casado,55,100,5 o +,0
Cid11504,Estudios Universitarios,M,Trabajador Pago Planilla,153,Soltero,55,81,4,0
Cid11505,Estudios Escolares,M,Trabajador Pago Planilla,147,Soltero,55,31,5 o +,1
Cid11506,Estudios Universitarios,F,Informal,74,Casado,55,58,4,0
Cid11507,Estudios Tecnicos,F,Trabajador Pago Planilla,279,Soltero,55,31,5 o +,0
Cid11508,Estudios Tecnicos,M,Trabajador Pago Planilla,77,Casado,55,21,3,0
Cid11509,Estudios Tecnicos,F,Trabajador Pago Planilla,282,Casado,55,12,4,0
Cid11510,Estudios Escolares,M,Informal,154,Casado,55,0,5 o +,0
Cid11511,Estudios Universitarios,M,Trabajador Pago Planilla,357,Casado,55,11,3,0
Cid11512,Estudios Tecnicos,F,Recibo por Honorarios,66,Soltero,55,0,2,0
Cid11513,Estudios Universitarios,F,Emprendedor,97,Casado,55,5,3,0
Cid11514,Estudios Universitarios,F,Trabajador Pago Planilla,324,Casado,55,39,4,0
Cid11515,Estudios Tecnicos,M,Trabajador Pago Planilla,301,Casado,55,2,5 o +,0
Cid11516,Estudios Universitarios,F,Trabajador Pago Planilla,384,Soltero,55,0,5 o +,0
Cid11517,Estudios Universitarios,M,Trabajador Pago Planilla,303,Casado,55,12,1,0
Cid11518,Estudios Universitarios,F,Trabajador Pago Planilla,241,Casado,55,63,4,0
Cid11519,Estudios Universitarios,M,Emprendedor,224,Casado,55,33,4,1
Cid11520,Estudios Universitarios,M,Trabajador Pago Planilla,22,Casado,55,34,1,0
Cid11521,Estudios Tecnicos,M,Informal,152,Casado,55,2,2,0
Cid11522,Estudios Tecnicos,F,Trabajador Pago Planilla,230,Soltero,55,0,2,0
Cid11523,Estudios Tecnicos,F,Trabajador Pago Planilla,321,Casado,55,0,5 o +,0
Cid11524,Estudios Universitarios,F,Trabajador Pago Planilla,302,Divorciado,55,2,2,0
Cid11525,Estudios Tecnicos,F,Trabajador Pago Planilla,308,Soltero,55,11,3,0
Cid11526,Estudios Universitarios,F,Trabajador Pago Planilla,386,Soltero,55,4,4,0
Cid11527,Estudios Universitarios,F,Trabajador Pago Planilla,24,Casado,55,10,5 o +,0
Cid11528,Estudios Universitarios,M,Trabajador Pago Planilla,154,Casado,55,9,5 o +,0
Cid11529,Estudios Universitarios,F,Trabajador Pago Planilla,323,Casado,55,5,1,0
Cid11530,Estudios Escolares,F,Trabajador Pago Planilla,395,Casado,55,100,5 o +,0
Cid11531,Estudios Tecnicos,M,Trabajador Pago Planilla,150,Casado,55,52,2,0
Cid11532,Estudios Universitarios,F,Trabajador Pago Planilla,99,Casado,55,47,5 o +,1
Cid11533,Estudios Universitarios,F,Trabajador Pago Planilla,268,Soltero,55,22,4,0
Cid11534,Estudios Tecnicos,M,Emprendedor,204,Soltero,55,23,2,0
Cid11535,Estudios Universitarios,F,Trabajador Pago Planilla,295,Casado,55,35,3,0
Cid11536,Estudios Universitarios,M,Trabajador Pago Planilla,88,Casado,55,0,4,0
Cid11537,Estudios Universitarios,M,Trabajador Pago Planilla,12,Casado,55,22,1,0
Cid11538,Estudios Tecnicos,M,Trabajador Pago Planilla,363,Casado,55,0,1,0
Cid11539,Estudios Universitarios,F,Trabajador Pago Planilla,302,Casado,55,0,4,0
Cid11540,Estudios Universitarios,F,Trabajador Pago Planilla,136,Soltero,55,4,4,0
Cid11541,Estudios Universitarios,M,Trabajador Pago Planilla,181,Casado,55,0,5 o +,0
Cid11542,Estudios Universitarios,M,Trabajador Pago Planilla,309,Casado,55,6,1,0
Cid11543,Estudios Universitarios,M,Trabajador Pago Planilla,214,Casado,55,0,3,0
Cid11544,Estudios Universitarios,M,Trabajador Pago Planilla,200,Casado,55,2,1,0
Cid11545,Estudios Tecnicos,M,Trabajador Pago Planilla,122,Soltero,55,39,2,0
Cid11546,Estudios Universitarios,F,Trabajador Pago Planilla,294,Casado,55,99,4,0
Cid11547,Estudios Universitarios,M,Trabajador Pago Planilla,411,Casado,55,17,4,0
Cid11548,Estudios Tecnicos,F,Emprendedor,62,Soltero,55,0,4,0
Cid11549,Estudios Tecnicos,F,Trabajador Pago Planilla,165,Casado,55,0,5 o +,0
Cid11550,Estudios Tecnicos,F,Informal,241,Casado,55,4,4,0
Cid11551,Estudios Escolares,F,Emprendedor,267,Casado,55,0,5 o +,0
Cid11552,Estudios Universitarios,M,Trabajador Pago Planilla,371,Soltero,55,2,2,0
Cid11553,Estudios Escolares,M,Trabajador Pago Planilla,67,Soltero,55,72,4,0
Cid11554,Estudios Universitarios,M,Trabajador Pago Planilla,141,Casado,55,67,5 o +,1
Cid11555,Estudios Tecnicos,F,Trabajador Pago Planilla,46,Union Libre,55,38,5 o +,0
Cid11556,Estudios Universitarios,M,Trabajador Pago Planilla,169,Divorciado,55,43,3,0
Cid11557,Estudios Escolares,M,Trabajador Pago Planilla,101,Casado,55,15,5 o +,0
Cid11558,Estudios Tecnicos,F,Trabajador Pago Planilla,243,Soltero,55,3,3,0
Cid11559,Estudios Tecnicos,F,Trabajador Pago Planilla,205,Soltero,55,0,3,0
Cid11560,Estudios Universitarios,M,Emprendedor,74,Casado,55,9,5 o +,0
Cid11561,Estudios Universitarios,F,Trabajador Pago Planilla,276,Soltero,55,10,3,0
Cid11562,Estudios Universitarios,F,Trabajador Pago Planilla,41,Soltero,55,3,1,0
Cid11563,Estudios Tecnicos,F,Trabajador Pago Planilla,25,Soltero,55,77,5 o +,0
Cid11564,Estudios Tecnicos,M,Trabajador Pago Planilla,116,Casado,55,48,4,0
Cid11565,Estudios Tecnicos,M,Emprendedor,97,Casado,55,38,4,1
Cid11566,Estudios Universitarios,M,Recibo por Honorarios,126,Casado,55,36,4,0
Cid11567,Estudios Tecnicos,F,Emprendedor,69,Viudo,55,34,3,1
Cid11568,Estudios Escolares,F,Informal,81,Soltero,55,6,4,0
Cid11569,Estudios Escolares,M,Trabajador Pago Planilla,54,Casado,55,0,5 o +,0
Cid11570,Estudios Tecnicos,M,Fuerzas Armadas,368,Casado,55,0,5 o +,0
Cid11571,Estudios Universitarios,M,Trabajador Pago Planilla,274,Casado,55,12,2,0
Cid11572,Estudios Universitarios,F,Trabajador Pago Planilla,408,Casado,55,1,5 o +,0
Cid11573,Estudios Universitarios,M,Trabajador Pago Planilla,52,Casado,55,151,5 o +,0
Cid11574,Estudios Tecnicos,M,Trabajador Pago Planilla,27,Casado,55,36,4,0
Cid11575,Estudios Tecnicos,M,Fuerzas Armadas,395,Casado,55,7,4,0
Cid11576,Estudios Universitarios,F,Trabajador Pago Planilla,326,Soltero,55,0,5 o +,1
Cid11577,Estudios Universitarios,F,Trabajador Pago Planilla,129,Casado,55,4,5 o +,0
Cid11578,Estudios Universitarios,M,Fuerzas Armadas,357,Casado,55,2,2,0
Cid11579,Estudios Tecnicos,F,Trabajador Pago Planilla,332,Soltero,55,89,4,0
Cid11580,Estudios Tecnicos,M,Informal,312,Soltero,55,40,5 o +,0
Cid11581,Estudios Tecnicos,M,Emprendedor,88,Casado,55,78,2,1
Cid11582,Estudios Universitarios,F,Informal,144,Soltero,55,58,3,0
Cid11583,Estudios Tecnicos,F,Informal,214,Soltero,55,56,5 o +,0
Cid11584,Estudios Escolares,F,Informal,50,Casado,55,49,4,0
Cid11585,Estudios Universitarios,F,Recibo por Honorarios,17,Soltero,55,22,4,0
Cid11586,Estudios Universitarios,F,Trabajador Pago Planilla,374,Soltero,55,32,3,0
Cid11587,Estudios Universitarios,M,Emprendedor,129,Casado,55,25,2,0
Cid11588,Estudios Universitarios,F,Trabajador Pago Planilla,277,Casado,55,14,5 o +,0
Cid11589,Estudios Universitarios,F,Trabajador Pago Planilla,372,Soltero,55,0,4,0
Cid11590,Estudios Universitarios,F,Trabajador Pago Planilla,97,Casado,55,0,3,0
Cid11591,Estudios Universitarios,F,Trabajador Pago Planilla,70,Divorciado,55,1,3,0
Cid11592,Estudios Universitarios,M,Trabajador Pago Planilla,14,Soltero,55,0,5 o +,0
Cid11593,Estudios Tecnicos,M,Trabajador Pago Planilla,397,Casado,55,0,4,0
Cid11594,Estudios Escolares,M,Trabajador Pago Planilla,413,Casado,55,9,3,0
Cid11595,Estudios Escolares,F,Emprendedor,161,Viudo,55,1,4,0
Cid11596,Estudios Universitarios,M,Trabajador Pago Planilla,327,Casado,55,0,4,0
Cid11597,Estudios Tecnicos,F,Trabajador Pago Planilla,265,Casado,55,0,4,0
Cid11598,Estudios Universitarios,F,Trabajador Pago Planilla,230,Casado,55,2,2,0
Cid11599,Estudios Tecnicos,F,Trabajador Pago Planilla,77,Soltero,55,82,5 o +,0
Cid11600,Estudios Tecnicos,F,Informal,64,Soltero,55,30,4,0
Cid11601,Estudios Tecnicos,F,Trabajador Pago Planilla,251,Soltero,55,36,4,0
Cid11602,Estudios Universitarios,F,Informal,122,Union Libre,55,7,3,0
Cid11603,Estudios Universitarios,M,Fuerzas Armadas,291,Casado,55,7,3,0
Cid11604,Estudios Escolares,F,Emprendedor,84,Casado,55,2,1,0
Cid11605,Estudios Universitarios,F,Trabajador Pago Planilla,388,Soltero,55,2,1,0
Cid11606,Estudios Universitarios,M,Emprendedor,48,Casado,55,76,5 o +,0
Cid11607,Estudios Universitarios,M,Informal,51,Union Libre,55,55,4,0
Cid11608,Estudios Universitarios,M,Trabajador Pago Planilla,145,Soltero,55,0,5 o +,0
Cid11609,Estudios Universitarios,M,Trabajador Pago Planilla,306,Casado,55,35,3,0
Cid11610,Estudios Tecnicos,M,Trabajador Pago Planilla,70,Casado,55,0,5 o +,0
Cid11611,Estudios Tecnicos,F,Informal,15,Casado,55,11,2,0
Cid11612,Estudios Universitarios,M,Emprendedor,161,Casado,55,14,4,0
Cid11613,Estudios Escolares,F,Emprendedor,177,Soltero,55,2,2,0
Cid11614,Estudios Universitarios,F,Recibo por Honorarios,60,Soltero,55,0,5 o +,0
Cid11615,Estudios Tecnicos,F,Emprendedor,53,Soltero,55,87,4,0
Cid11616,Estudios Universitarios,F,Trabajador Pago Planilla,34,Casado,55,67,4,0
Cid11617,Estudios Tecnicos,F,Trabajador Pago Planilla,154,Union Libre,55,49,3,0
Cid11618,Estudios Tecnicos,M,Trabajador Pago Planilla,159,Casado,55,30,4,0
Cid11619,Estudios Tecnicos,F,Informal,126,Soltero,55,35,4,0
Cid11620,Estudios Escolares,F,Emprendedor,32,Casado,55,54,2,0
Cid11621,Estudios Escolares,M,Trabajador Pago Planilla,130,Casado,55,39,3,0
Cid11622,Estudios Universitarios,M,Emprendedor,277,Casado,55,68,4,1
Cid11623,Estudios Escolares,M,Informal,87,Casado,55,0,5 o +,0
Cid11624,Estudios Escolares,F,Trabajador Pago Planilla,375,Soltero,55,11,2,0
Cid11625,Estudios Universitarios,M,Trabajador Pago Planilla,87,Casado,55,3,4,0
Cid11626,Estudios Tecnicos,F,Informal,203,Casado,55,7,5 o +,0
Cid11627,Estudios Universitarios,M,Trabajador Pago Planilla,168,Casado,55,4,3,0
Cid11628,Estudios Universitarios,F,Trabajador Pago Planilla,313,Divorciado,55,0,5 o +,0
Cid11629,Estudios Universitarios,F,Recibo por Honorarios,214,Casado,55,11,4,0
Cid11630,Estudios Tecnicos,F,Trabajador Pago Planilla,58,Casado,55,0,4,0
Cid11631,Estudios Posgrado,M,Trabajador Pago Planilla,369,Casado,55,0,4,0
Cid11632,Estudios Universitarios,M,Emprendedor,132,Casado,55,2,1,0
Cid11633,Estudios Escolares,F,Informal,224,Soltero,55,57,5 o +,0
Cid11634,Estudios Tecnicos,M,Trabajador Pago Planilla,55,Soltero,55,29,5 o +,0
Cid11635,Estudios Universitarios,M,Recibo por Honorarios,101,Casado,55,48,1,0
Cid11636,Estudios Escolares,F,Trabajador Pago Planilla,44,Viudo,55,14,5 o +,0
Cid11637,Estudios Tecnicos,F,Recibo por Honorarios,17,Casado,55,14,2,0
Cid11638,Estudios Tecnicos,M,Trabajador Pago Planilla,156,Soltero,55,8,5 o +,0
Cid11639,Estudios Tecnicos,M,Trabajador Pago Planilla,60,Casado,55,13,1,0
Cid11640,Estudios Tecnicos,F,Recibo por Honorarios,108,Casado,55,8,3,0
Cid11641,Estudios Universitarios,M,Trabajador Pago Planilla,69,Casado,55,7,3,0
Cid11642,Estudios Universitarios,M,Emprendedor,323,Casado,55,5,3,0
Cid11643,Estudios Tecnicos,M,Informal,364,Soltero,55,60,3,0
Cid11644,Estudios Escolares,F,Informal,79,Casado,55,11,5 o +,0
Cid11645,Estudios Escolares,F,Informal,88,Casado,55,31,2,0
Cid11646,Estudios Tecnicos,M,Trabajador Pago Planilla,86,Viudo,55,0,5 o +,1
Cid11647,Estudios Universitarios,M,Recibo por Honorarios,113,Soltero,55,0,5 o +,0
Cid11648,Estudios Escolares,M,Trabajador Pago Planilla,201,Casado,55,24,3,0
Cid11649,Estudios Escolares,M,Emprendedor,219,Casado,55,0,4,0
Cid11650,Estudios Universitarios,F,Trabajador Pago Planilla,183,Casado,55,26,4,0
Cid11651,Estudios Universitarios,M,Trabajador Pago Planilla,321,Soltero,55,0,2,0
Cid11652,Estudios Universitarios,F,Trabajador Pago Planilla,308,Casado,55,2,4,0
Cid11653,Estudios Universitarios,F,Emprendedor,45,Casado,55,5,3,0
Cid11654,Estudios Tecnicos,F,Trabajador Pago Planilla,296,Casado,55,7,1,0
Cid11655,Estudios Universitarios,F,Trabajador Pago Planilla,270,Casado,55,5,2,0
Cid11656,Estudios Tecnicos,F,Informal,86,Casado,55,85,5 o +,0
Cid11657,Estudios Universitarios,M,Informal,144,Union Libre,55,30,5 o +,0
Cid11658,Estudios Tecnicos,F,Trabajador Pago Planilla,373,Casado,55,41,4,0
Cid11659,Estudios Escolares,M,Trabajador Pago Planilla,37,Casado,55,12,5 o +,0
Cid11660,Estudios Universitarios,M,Recibo por Honorarios,369,Casado,55,21,3,0
Cid11661,Estudios Universitarios,F,Trabajador Pago Planilla,133,Union Libre,55,0,3,0
Cid11662,Estudios Universitarios,F,Recibo por Honorarios,149,Casado,55,6,1,0
Cid11663,Estudios Universitarios,F,Trabajador Pago Planilla,86,Casado,55,27,4,0
Cid11664,Estudios Universitarios,M,Recibo por Honorarios,141,Divorciado,55,10,5 o +,0
Cid11665,Estudios Tecnicos,M,Recibo por Honorarios,225,Casado,55,22,1,0
Cid11666,Estudios Tecnicos,M,Emprendedor,50,Casado,55,2,3,0
Cid11667,Estudios Tecnicos,M,Trabajador Pago Planilla,364,Casado,55,0,5 o +,0
Cid11668,Estudios Tecnicos,M,Recibo por Honorarios,210,Casado,55,0,4,0
Cid11669,Estudios Tecnicos,F,Trabajador Pago Planilla,368,Casado,55,1,4,0
Cid11670,Estudios Universitarios,M,Trabajador Pago Planilla,21,Casado,55,0,2,0
Cid11671,Estudios Universitarios,F,Recibo por Honorarios,155,Casado,55,1,4,0
Cid11672,Estudios Universitarios,M,Trabajador Pago Planilla,88,Casado,55,104,5 o +,1
Cid11673,Estudios Tecnicos,M,Fuerzas Armadas,313,Casado,55,31,3,0
Cid11674,Estudios Tecnicos,F,Informal,155,Casado,55,60,1,0
Cid11675,Estudios Tecnicos,F,Informal,178,Casado,55,51,3,0
Cid11676,Estudios Universitarios,M,Emprendedor,124,Soltero,55,19,3,0
Cid11677,Estudios Escolares,F,Informal,63,Divorciado,55,12,3,0
Cid11678,Estudios Tecnicos,M,Informal,158,Soltero,55,0,3,0
Cid11679,Estudios Universitarios,M,Informal,113,Casado,55,15,2,0
Cid11680,Estudios Universitarios,F,Trabajador Pago Planilla,406,Casado,55,0,3,0
Cid11681,Estudios Escolares,F,Informal,173,Soltero,55,77,5 o +,0
Cid11682,Estudios Escolares,F,Emprendedor,94,Casado,55,53,4,0
Cid11683,Estudios Escolares,F,Trabajador Pago Planilla,228,Soltero,55,27,3,0
Cid11684,Estudios Universitarios,F,Trabajador Pago Planilla,47,Casado,55,27,5 o +,0
Cid11685,Estudios Universitarios,M,Emprendedor,194,Soltero,55,0,5 o +,0
Cid11686,Estudios Escolares,F,Emprendedor,528,Soltero,55,17,3,0
Cid11687,Estudios Universitarios,F,Informal,99,Casado,55,22,3,0
Cid11688,Estudios Tecnicos,M,Trabajador Pago Planilla,47,Casado,55,0,3,0
Cid11689,Estudios Universitarios,M,Trabajador Pago Planilla,121,Casado,55,9,2,0
Cid11690,Estudios Tecnicos,F,Informal,59,Union Libre,56,8,1,0
Cid11691,Estudios Tecnicos,F,Informal,207,Casado,56,62,5 o +,0
Cid11692,Estudios Tecnicos,F,Informal,97,Soltero,56,76,5 o +,0
Cid11693,Estudios Tecnicos,F,Informal,204,Casado,56,95,5 o +,0
Cid11694,Estudios Tecnicos,F,Informal,102,Casado,56,79,4,0
Cid11695,Estudios Tecnicos,M,Trabajador Pago Planilla,141,Casado,56,53,3,0
Cid11696,Estudios Escolares,M,Informal,181,Union Libre,56,45,1,0
Cid11697,Estudios Tecnicos,F,Trabajador Pago Planilla,369,Soltero,56,18,4,0
Cid11698,Estudios Escolares,M,Informal,153,Union Libre,56,5,2,0
Cid11699,Estudios Tecnicos,F,Informal,155,Casado,56,9,2,0
Cid11700,Estudios Tecnicos,F,Trabajador Pago Planilla,294,Soltero,56,0,5 o +,0
Cid11701,Estudios Tecnicos,F,Emprendedor,127,Casado,56,1,1,0
Cid11702,Estudios Universitarios,F,Emprendedor,110,Casado,56,3,4,0
Cid11703,Estudios Universitarios,M,Trabajador Pago Planilla,449,Casado,56,0,4,0
Cid11704,Estudios Escolares,F,Recibo por Honorarios,120,Divorciado,56,7,1,0
Cid11705,Estudios Tecnicos,F,Trabajador Pago Planilla,13,Casado,56,102,4,1
Cid11706,Estudios Tecnicos,M,Trabajador Pago Planilla,288,Casado,56,25,4,0
Cid11707,Estudios Universitarios,F,Trabajador Pago Planilla,177,Soltero,56,34,4,0
Cid11708,Estudios Universitarios,F,Informal,384,Soltero,56,3,5 o +,0
Cid11709,Estudios Universitarios,F,Recibo por Honorarios,142,Casado,56,37,2,0
Cid11710,Estudios Universitarios,F,Emprendedor,156,Union Libre,56,1,3,0
Cid11711,Estudios Universitarios,M,Trabajador Pago Planilla,13,Casado,56,4,1,0
Cid11712,Estudios Universitarios,F,Trabajador Pago Planilla,424,Casado,56,0,3,0
Cid11713,Estudios Universitarios,M,Trabajador Pago Planilla,248,Casado,56,11,1,0
Cid11714,Estudios Universitarios,F,Trabajador Pago Planilla,144,Soltero,56,124,4,0
Cid11715,Estudios Tecnicos,F,Informal,87,Soltero,56,0,5 o +,0
Cid11716,Estudios Tecnicos,M,Trabajador Pago Planilla,307,Casado,56,0,5 o +,0
Cid11717,Estudios Universitarios,F,Recibo por Honorarios,178,Soltero,56,0,4,0
Cid11718,Estudios Universitarios,F,Informal,248,Casado,56,6,3,0
Cid11719,Estudios Universitarios,M,Emprendedor,123,Casado,56,9,3,0
Cid11720,Estudios Posgrado,F,Trabajador Pago Planilla,66,Soltero,56,2,2,0
Cid11721,Estudios Universitarios,F,Trabajador Pago Planilla,385,Casado,56,13,4,0
Cid11722,Estudios Universitarios,F,Trabajador Pago Planilla,309,Soltero,56,0,3,0
Cid11723,Estudios Tecnicos,F,Trabajador Pago Planilla,29,Casado,56,41,4,1
Cid11724,Estudios Universitarios,M,Recibo por Honorarios,258,Casado,56,76,4,0
Cid11725,Estudios Universitarios,F,Recibo por Honorarios,69,Casado,56,54,4,0
Cid11726,Estudios Tecnicos,F,Trabajador Pago Planilla,385,Casado,56,44,5 o +,0
Cid11727,Estudios Universitarios,F,Trabajador Pago Planilla,347,Casado,56,116,3,0
Cid11728,Estudios Tecnicos,M,Trabajador Pago Planilla,350,Union Libre,56,21,3,0
Cid11729,Estudios Tecnicos,F,Trabajador Pago Planilla,194,Casado,56,30,3,0
Cid11730,Estudios Universitarios,M,Trabajador Pago Planilla,16,Casado,56,0,4,0
Cid11731,Estudios Escolares,F,Emprendedor,302,Casado,56,25,4,0
Cid11732,Estudios Universitarios,M,Trabajador Pago Planilla,335,Casado,56,2,5 o +,0
Cid11733,Estudios Universitarios,M,Recibo por Honorarios,187,Casado,56,2,3,0
Cid11734,Estudios Tecnicos,F,Emprendedor,38,Divorciado,56,78,3,0
Cid11735,Estudios Universitarios,F,Emprendedor,72,Soltero,56,30,4,0
Cid11736,Estudios Universitarios,M,Trabajador Pago Planilla,53,Soltero,56,32,2,0
Cid11737,Estudios Tecnicos,F,Informal,62,Casado,56,22,4,0
Cid11738,Estudios Universitarios,F,Informal,130,Casado,56,33,3,0
Cid11739,Estudios Escolares,M,Emprendedor,192,Soltero,56,18,1,0
Cid11740,Estudios Escolares,M,Trabajador Pago Planilla,97,Casado,56,12,3,0
Cid11741,Estudios Tecnicos,M,Emprendedor,86,Casado,56,0,3,0
Cid11742,Estudios Tecnicos,M,Informal,260,Casado,56,9,4,0
Cid11743,Estudios Universitarios,F,Trabajador Pago Planilla,295,Union Libre,56,15,2,0
Cid11744,Estudios Universitarios,F,Trabajador Pago Planilla,327,Soltero,56,0,5 o +,0
Cid11745,Estudios Universitarios,F,Informal,259,Casado,56,8,4,0
Cid11746,Estudios Universitarios,M,Trabajador Pago Planilla,332,Soltero,56,0,5 o +,0
Cid11747,Estudios Universitarios,F,Trabajador Pago Planilla,152,Casado,56,0,4,0
Cid11748,Estudios Escolares,M,Informal,144,Casado,56,80,4,0
Cid11749,Estudios Universitarios,F,Trabajador Pago Planilla,343,Casado,56,119,3,0
Cid11750,Estudios Universitarios,M,Trabajador Pago Planilla,455,Casado,56,71,5 o +,0
Cid11751,Estudios Escolares,F,Informal,39,Casado,56,16,4,0
Cid11752,Estudios Escolares,M,Trabajador Pago Planilla,529,Casado,56,46,3,0
Cid11753,Estudios Escolares,M,Trabajador Pago Planilla,429,Soltero,56,22,5 o +,0
Cid11754,Estudios Universitarios,F,Trabajador Pago Planilla,85,Soltero,56,36,5 o +,0
Cid11755,Estudios Universitarios,F,Recibo por Honorarios,79,Soltero,56,8,3,0
Cid11756,Estudios Tecnicos,M,Trabajador Pago Planilla,321,Casado,56,0,4,0
Cid11757,Estudios Universitarios,M,Fuerzas Armadas,207,Casado,56,0,5 o +,0
Cid11758,Estudios Universitarios,F,Trabajador Pago Planilla,90,Casado,56,2,3,0
Cid11759,Estudios Universitarios,F,Informal,108,Casado,56,10,2,0
Cid11760,Estudios Universitarios,F,Emprendedor,234,Casado,56,0,2,0
Cid11761,Estudios Tecnicos,M,Trabajador Pago Planilla,457,Soltero,56,30,3,0
Cid11762,Estudios Tecnicos,M,Informal,276,Casado,56,39,2,0
Cid11763,Estudios Escolares,M,Trabajador Pago Planilla,20,Union Libre,56,0,2,0
Cid11764,Estudios Escolares,F,Informal,123,Casado,56,11,5 o +,0
Cid11765,Estudios Tecnicos,M,Trabajador Pago Planilla,177,Casado,56,12,5 o +,0
